Log file open, 12/09/22 14:24:22
[2022.12.09-13.24.44:389][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2022.12.09-13.24.44:389][  0]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2022.12.09-13.24.44:389][  0]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2022.12.09-13.24.44:389][  0]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2022.12.09-13.24.44:389][  0]LogAudio: Display: AudioDevice MaxSources: 32
[2022.12.09-13.24.44:390][  0]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2022.12.09-13.24.44:390][  0]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2022.12.09-13.24.44:390][  0]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2022.12.09-13.24.44:413][  0]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2022.12.09-13.24.44:547][  0]LogAudioMixer: Display: Using Audio Hardware Device VX3211-2K (NVIDIA High Definition Audio)
[2022.12.09-13.24.44:548][  0]LogAudioMixer: Display: Initializing Sound Submixes...
[2022.12.09-13.24.44:554][  0]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2022.12.09-13.24.44:554][  0]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2022.12.09-13.24.44:556][  0]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=1
[2022.12.09-13.24.44:556][  0]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=1
[2022.12.09-13.24.44:558][  0]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=1
[2022.12.09-13.24.44:559][  0]LogInit: FAudioDevice initialized.
[2022.12.09-13.24.44:559][  0]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=1
[2022.12.09-13.24.44:559][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'Untitled'.
[2022.12.09-13.24.44:587][  0]LogCsvProfiler: Display: Metadata set : largeworldcoordinates="1"
[2022.12.09-13.24.44:601][  0]LogLiveCoding: Display: Starting LiveCoding
[2022.12.09-13.24.44:601][  0]LogLiveCoding: Display: LiveCodingConsole Arguments: UnrealEditor Win64 Development
[2022.12.09-13.24.44:604][  0]LogLiveCoding: Display: First instance in process group "UE_GfGcardgame_0x1d3a0a43", spawning console
[2022.12.09-13.24.44:618][  0]LogLiveCoding: Display: Waiting for server
[2022.12.09-13.24.45:599][  0]LogLiveCoding: Display: Successfully initialized, removing startup thread
[2022.12.09-13.24.45:641][  0]LogInit: Transaction tracking system initialized
[2022.12.09-13.24.45:709][  0]LogSourceControl: Uncontrolled asset enumeration started...
[2022.12.09-13.24.45:736][  0]LogSourceControl: Uncontrolled asset enumeration finished in 0.026431 seconds (Found 115 uncontrolled assets)
[2022.12.09-13.24.45:783][  0]BlueprintLog: New page: Editor Load
[2022.12.09-13.24.46:293][  0]LocalizationService: Localization service is disabled
[2022.12.09-13.24.46:398][  0]TimingProfiler: Initialize
[2022.12.09-13.24.46:398][  0]TimingProfiler: OnSessionChanged
[2022.12.09-13.24.46:398][  0]LoadingProfiler: Initialize
[2022.12.09-13.24.46:398][  0]LoadingProfiler: OnSessionChanged
[2022.12.09-13.24.46:398][  0]NetworkingProfiler: Initialize
[2022.12.09-13.24.46:398][  0]NetworkingProfiler: OnSessionChanged
[2022.12.09-13.24.46:399][  0]MemoryProfiler: Initialize
[2022.12.09-13.24.46:399][  0]MemoryProfiler: OnSessionChanged
[2022.12.09-13.24.47:123][  0]LogFileCache: Scanning file cache for directory 'X:/GfG-card-game/GfGcardgame/Content/' took 0.02s
[2022.12.09-13.24.47:296][  0]LogEditorDomain: Display: Class /Script/AnimationData.AnimationSequencerDataModel is imported by a package but does not exist in memory. EditorDomain keys for packages using it will be invalid if it still exists.
	To clear this message, resave packages that use the deleted class, or load its module earlier than the packages that use it are referenced.
[2022.12.09-13.24.47:779][  0]LogLevelSequenceEditor: LevelSequenceEditor subsystem initialized.
[2022.12.09-13.24.47:884][  0]LogInit: Display: Engine is initialized. Leaving FEngineLoop::Init()
[2022.12.09-13.24.47:911][  0]SourceControl: Source control is disabled
[2022.12.09-13.24.47:911][  0]LogUnrealEdMisc: Loading editor; pre map load, took 26.783
[2022.12.09-13.24.47:915][  0]LogFactory: FactoryCreateFile: PackFactory with PackFactory (0 0 C:/Program Files/Epic Games/UE_5.1/FeaturePacks/StarterContent.upack)
[2022.12.09-13.24.47:922][  0]LogPackFactory: Finished extracting 8 files (including 0 errors).
[2022.12.09-13.24.47:932][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Floor_400x400.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Architecture/Floor_400x400.uasset"
[2022.12.09-13.24.47:941][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Pillar_50x500.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Architecture/Pillar_50x500.uasset"
[2022.12.09-13.24.47:955][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/SM_AssetPlatform.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Architecture/SM_AssetPlatform.uasset"
[2022.12.09-13.24.47:960][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_400x200.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Architecture/Wall_400x200.uasset"
[2022.12.09-13.24.47:965][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_400x300.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Architecture/Wall_400x300.uasset"
[2022.12.09-13.24.47:970][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_400x400.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Architecture/Wall_400x400.uasset"
[2022.12.09-13.24.47:975][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_500x500.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Architecture/Wall_500x500.uasset"
[2022.12.09-13.24.47:989][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Door_400x300.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Architecture/Wall_Door_400x300.uasset"
[2022.12.09-13.24.48:001][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Door_400x400.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Architecture/Wall_Door_400x400.uasset"
[2022.12.09-13.24.48:019][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Window_400x300.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Architecture/Wall_Window_400x300.uasset"
[2022.12.09-13.24.48:024][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Window_400x400.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Architecture/Wall_Window_400x400.uasset"
[2022.12.09-13.24.48:032][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_CeilingLight.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Blueprints/Blueprint_CeilingLight.uasset"
[2022.12.09-13.24.48:037][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Explosion.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Blueprints/Blueprint_Effect_Explosion.uasset"
[2022.12.09-13.24.48:042][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Fire.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Blueprints/Blueprint_Effect_Fire.uasset"
[2022.12.09-13.24.48:048][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Smoke.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Blueprints/Blueprint_Effect_Smoke.uasset"
[2022.12.09-13.24.48:053][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Sparks.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Blueprints/Blueprint_Effect_Sparks.uasset"
[2022.12.09-13.24.48:059][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Steam.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Blueprints/Blueprint_Effect_Steam.uasset"
[2022.12.09-13.24.48:066][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_WallSconce.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Blueprints/Blueprint_WallSconce.uasset"
[2022.12.09-13.24.48:081][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/BP_LightStudio.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Blueprints/BP_LightStudio.uasset"
[2022.12.09-13.24.48:093][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Collapse01.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Collapse01.uasset"
[2022.12.09-13.24.48:102][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Collapse02.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Collapse02.uasset"
[2022.12.09-13.24.48:106][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Collapse_Cue.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Collapse_Cue.uasset"
[2022.12.09-13.24.48:114][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Explosion01.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Explosion01.uasset"
[2022.12.09-13.24.48:122][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Explosion02.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Explosion02.uasset"
[2022.12.09-13.24.48:128][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Explosion_Cue.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Explosion_Cue.uasset"
[2022.12.09-13.24.48:139][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire01.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Fire01.uasset"
[2022.12.09-13.24.48:145][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire01_Cue.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Fire01_Cue.uasset"
[2022.12.09-13.24.48:159][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire_Sparks01.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Fire_Sparks01.uasset"
[2022.12.09-13.24.48:164][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire_Sparks01_Cue.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Fire_Sparks01_Cue.uasset"
[2022.12.09-13.24.48:174][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light01.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Light01.uasset"
[2022.12.09-13.24.48:181][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light01_Cue.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Light01_Cue.uasset"
[2022.12.09-13.24.48:189][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light02.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Light02.uasset"
[2022.12.09-13.24.48:194][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light02_Cue.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Light02_Cue.uasset"
[2022.12.09-13.24.48:205][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Smoke01.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Smoke01.uasset"
[2022.12.09-13.24.48:209][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Smoke01_Cue.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Smoke01_Cue.uasset"
[2022.12.09-13.24.48:214][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Background_Cue.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Starter_Background_Cue.uasset"
[2022.12.09-13.24.48:253][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Birds01.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Starter_Birds01.uasset"
[2022.12.09-13.24.48:357][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Music01.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Starter_Music01.uasset"
[2022.12.09-13.24.48:362][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Music_Cue.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Starter_Music_Cue.uasset"
[2022.12.09-13.24.48:395][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Wind05.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Starter_Wind05.uasset"
[2022.12.09-13.24.48:430][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Wind06.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Starter_Wind06.uasset"
[2022.12.09-13.24.48:445][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Steam01.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Steam01.uasset"
[2022.12.09-13.24.48:450][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Steam01_Cue.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Audio/Steam01_Cue.uasset"
[2022.12.09-13.24.49:410][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset"
[2022.12.09-13.24.49:416][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Advanced_Lighting.umap" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Maps/Advanced_Lighting.umap"
[2022.12.09-13.24.49:436][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Advanced_Lighting_BuiltData.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Maps/Advanced_Lighting_BuiltData.uasset"
[2022.12.09-13.24.49:441][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default.umap" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Maps/Minimal_Default.umap"
[2022.12.09-13.24.49:472][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset"
[2022.12.09-13.24.49:480][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap.umap" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Maps/StarterMap.umap"
[2022.12.09-13.24.49:744][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap_BuiltData.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Maps/StarterMap_BuiltData.uasset"
[2022.12.09-13.24.49:748][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Ambient_Dust.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Particles/P_Ambient_Dust.uasset"
[2022.12.09-13.24.49:755][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Explosion.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Particles/P_Explosion.uasset"
[2022.12.09-13.24.49:761][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Fire.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Particles/P_Fire.uasset"
[2022.12.09-13.24.49:765][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Smoke.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Particles/P_Smoke.uasset"
[2022.12.09-13.24.49:769][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Sparks.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Particles/P_Sparks.uasset"
[2022.12.09-13.24.49:773][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Steam_Lit.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Particles/P_Steam_Lit.uasset"
[2022.12.09-13.24.49:790][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/MaterialSphere.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Props/MaterialSphere.uasset"
[2022.12.09-13.24.49:794][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Bush.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Props/SM_Bush.uasset"
[2022.12.09-13.24.49:799][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Chair.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Props/SM_Chair.uasset"
[2022.12.09-13.24.49:802][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_CornerFrame.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Props/SM_CornerFrame.uasset"
[2022.12.09-13.24.49:807][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Couch.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Props/SM_Couch.uasset"
[2022.12.09-13.24.49:811][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Door.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Props/SM_Door.uasset"
[2022.12.09-13.24.49:815][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_DoorFrame.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Props/SM_DoorFrame.uasset"
[2022.12.09-13.24.49:820][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_GlassWindow.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Props/SM_GlassWindow.uasset"
[2022.12.09-13.24.49:826][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset"
[2022.12.09-13.24.49:831][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Lamp_Wall.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Props/SM_Lamp_Wall.uasset"
[2022.12.09-13.24.49:835][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_PillarFrame.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Props/SM_PillarFrame.uasset"
[2022.12.09-13.24.49:840][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_PillarFrame300.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Props/SM_PillarFrame300.uasset"
[2022.12.09-13.24.49:844][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Rock.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Props/SM_Rock.uasset"
[2022.12.09-13.24.49:848][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Shelf.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Props/SM_Shelf.uasset"
[2022.12.09-13.24.49:852][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Stairs.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Props/SM_Stairs.uasset"
[2022.12.09-13.24.49:857][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Statue.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Props/SM_Statue.uasset"
[2022.12.09-13.24.49:863][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_TableRound.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Props/SM_TableRound.uasset"
[2022.12.09-13.24.49:867][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_WindowFrame.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Props/SM_WindowFrame.uasset"
[2022.12.09-13.24.49:872][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_AssetPlatform.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_AssetPlatform.uasset"
[2022.12.09-13.24.49:876][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Basic_Floor.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_Basic_Floor.uasset"
[2022.12.09-13.24.49:881][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Basic_Wall.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_Basic_Wall.uasset"
[2022.12.09-13.24.49:885][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset"
[2022.12.09-13.24.49:889][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_New.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_Brick_Clay_New.uasset"
[2022.12.09-13.24.49:893][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_Old.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_Brick_Clay_Old.uasset"
[2022.12.09-13.24.49:898][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Cut_Stone.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_Brick_Cut_Stone.uasset"
[2022.12.09-13.24.49:903][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Hewn_Stone.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_Brick_Hewn_Stone.uasset"
[2022.12.09-13.24.49:908][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ceramic_Tile_Checker.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_Ceramic_Tile_Checker.uasset"
[2022.12.09-13.24.49:914][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Pebble.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_CobbleStone_Pebble.uasset"
[2022.12.09-13.24.49:921][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Rough.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_CobbleStone_Rough.uasset"
[2022.12.09-13.24.49:928][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Smooth.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_CobbleStone_Smooth.uasset"
[2022.12.09-13.24.49:934][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_ColorGrid_LowSpec.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_ColorGrid_LowSpec.uasset"
[2022.12.09-13.24.49:940][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Grime.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_Concrete_Grime.uasset"
[2022.12.09-13.24.49:945][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Panels.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_Concrete_Panels.uasset"
[2022.12.09-13.24.49:951][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Poured.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_Concrete_Poured.uasset"
[2022.12.09-13.24.49:956][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Tiles.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_Concrete_Tiles.uasset"
[2022.12.09-13.24.49:961][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Glass.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_Glass.uasset"
[2022.12.09-13.24.49:966][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Grass.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_Ground_Grass.uasset"
[2022.12.09-13.24.49:971][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Gravel.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_Ground_Gravel.uasset"
[2022.12.09-13.24.49:976][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Moss.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_Ground_Moss.uasset"
[2022.12.09-13.24.49:982][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset" to "X:/GfG-card-game/GfGcardgame/Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset"
